property_id,address,orientation
NSW2912747,9 THE HIGH TOR,S
NSW2912747,9 THE HIGH TOR,W
NSW2912747,9 THE HIGH TOR,E
NSW2912747,9 THE HIGH TOR,SW
NSW2912747,9 THE HIGH TOR,E
NSW2912747,9 THE HIGH TOR,NW
NSW2912747,9 THE HIGH TOR,E
NSW2912747,9 THE HIGH TOR,SE
NSW2912747,9 THE HIGH TOR,SE
NSW2912747,9 THE HIGH TOR,SE
NSW2912747,9 THE HIGH TOR,E
NSW2912747,9 THE HIGH TOR,NW
NSW2912747,9 THE HIGH TOR,N
NSW2914074,9 THE PARAPET,SE
NSW2914074,9 THE PARAPET,SE
NSW2914074,9 THE PARAPET,S
NSW2914074,9 THE PARAPET,SE
NSW2914074,9 THE PARAPET,S
NSW2914074,9 THE PARAPET,SW
NSW2914074,9 THE PARAPET,S
NSW2914074,9 THE PARAPET,SW
NSW2914074,9 THE PARAPET,SE
NSW2914074,9 THE PARAPET,SW
NSW2914074,9 THE PARAPET,NE
NSW2914074,9 THE PARAPET,S
NSW2914074,9 THE PARAPET,SW
NSW2914074,9 THE PARAPET,E
NSW2914074,9 THE PARAPET,SE
NSW2914074,9 THE PARAPET,N
NSW2914074,9 THE PARAPET,S
NSW2914074,9 THE PARAPET,NE
NSW2914074,9 THE PARAPET,SE
NSW2914074,9 THE PARAPET,W
NSW2914074,9 THE PARAPET,W
NSW2914074,9 THE PARAPET,W
NSW2914074,9 THE PARAPET,S
NSW2914074,9 THE PARAPET,NW
NSW2914074,9 THE PARAPET,S
NSW2914074,9 THE PARAPET,S
NSW2914074,9 THE PARAPET,NW
NSW2914074,9 THE PARAPET,N
NSW2914074,9 THE PARAPET,SW
NSW2914074,9 THE PARAPET,S
NSW2914074,9 THE PARAPET,SE
NSW2914074,9 THE PARAPET,N
NSW2914074,9 THE PARAPET,S
NSW2914074,9 THE PARAPET,SW
NSW2914074,9 THE PARAPET,SE
NSW2914074,9 THE PARAPET,SE
NSW2914074,9 THE PARAPET,W
NSW2914074,9 THE PARAPET,W
NSW2914074,9 THE PARAPET,S
NSW2914074,9 THE PARAPET,SW
NSW2911042,"UNIT 1, 2 THE BARBETTE",SE
NSW2911042,"UNIT 1, 2 THE BARBETTE",NE
NSW2911042,"UNIT 1, 2 THE BARBETTE",S
NSW2911042,"UNIT 1, 2 THE BARBETTE",NW
NSW2911042,"UNIT 1, 2 THE BARBETTE",E
NSW2911042,"UNIT 1, 2 THE BARBETTE",N
NSW2911042,"UNIT 1, 2 THE BARBETTE",W
NSW2911042,"UNIT 1, 2 THE BARBETTE",SW
NSW2911042,"UNIT 1, 2 THE BARBETTE",SE
NSW2911042,"UNIT 1, 2 THE BARBETTE",NW
NSW2911042,"UNIT 1, 2 THE BARBETTE",SE
NSW2911042,"UNIT 1, 2 THE BARBETTE",S
NSW2911042,"UNIT 1, 2 THE BARBETTE",N
NSW2911042,"UNIT 1, 2 THE BARBETTE",E
NSW2911042,"UNIT 1, 2 THE BARBETTE",NE
NSW2898023,"UNIT 1, 29 RAEBURN AVENUE",W
NSW2898023,"UNIT 1, 29 RAEBURN AVENUE",W
NSW2898023,"UNIT 1, 29 RAEBURN AVENUE",W
NSW2898023,"UNIT 1, 29 RAEBURN AVENUE",SE
NSW2898023,"UNIT 1, 29 RAEBURN AVENUE",E
NSW2898023,"UNIT 1, 29 RAEBURN AVENUE",W
NSW2898023,"UNIT 1, 29 RAEBURN AVENUE",SE
NSW2898023,"UNIT 1, 29 RAEBURN AVENUE",SE
